,MW,type
GLYCtex_num4,121.1044,proteozyme
GLYC3Ptex_num1,41.2198,proteozyme
GLYC3Ptex_num2,116.766,proteozyme
GLYC3Ptex_num3,117.9999,proteozyme
GLYC3Ptex_num4,121.1044,proteozyme
GLYCLTtex_num1,41.2198,proteozyme
GLYCLTtex_num2,116.766,proteozyme
GLYCLTtex_num3,117.9999,proteozyme
GLYCLTtex_num4,121.1044,proteozyme
GTPtex_num1,116.766,proteozyme
GTPtex_num2,41.2198,proteozyme
GTPtex_num3,121.1044,proteozyme
GTPtex_num4,117.9999,proteozyme
GUAtex,33.589,proteozyme
Htex_num1,41.2198,proteozyme
Htex_num2,116.766,proteozyme
Htex_num3,117.9999,proteozyme
Htex_num4,121.1044,proteozyme
H2tex_num1,41.2198,proteozyme
H2tex_num2,116.766,proteozyme
H2tex_num3,117.9999,proteozyme
H2tex_num4,121.1044,proteozyme
H2Otex_num1,41.2198,proteozyme
H2Otex_num2,121.1044,proteozyme
H2Otex_num3,34.9132,proteozyme
H2Otex_num4,27.2003,proteozyme
H2Otex_num5,37.2008,proteozyme
H2Otex_num6,116.766,proteozyme
H2Otex_num7,117.9999,proteozyme
FACOAL160t2pp_num1,60.7731,proteozyme
FACOAL160t2pp_num2,124.664,proteozyme
FACOAL180t2pp_num1,60.7731,proteozyme
FACOAL180t2pp_num2,124.664,proteozyme
SPODMpp,17.681,proteozyme
NO3R1bpp,189.2373,proteozyme
PHYTSpp,94.1137,proteozyme
PPTHpp,98.8772,proteozyme
NO3R2pp_num1,250.963,proteozyme
NO3R2pp_num2,474.5552,proteozyme
NTP3pp,94.1137,proteozyme
NO3R2bpp,132.4391,proteozyme
THD2pp,206.6929,proteozyme
TMAOR1pp_num1,138.0625,proteozyme
TMAOR1pp_num2,129.2504,proteozyme
TMAOR2pp_num1,138.0625,proteozyme
TMAOR2pp_num2,129.2504,proteozyme
DAPtex_num1,41.2198,proteozyme
DAPtex_num2,116.766,proteozyme
DAPtex_num3,117.9999,proteozyme
DAPtex_num4,121.1044,proteozyme
12PPDStex_num1,41.2198,proteozyme
12PPDStex_num2,116.766,proteozyme
12PPDStex_num3,117.9999,proteozyme
12PPDStex_num4,121.1044,proteozyme
DDGLCNtex_num1,41.2198,proteozyme
DDGLCNtex_num2,116.766,proteozyme
DDGLCNtex_num3,117.9999,proteozyme
DDGLCNtex_num4,121.1044,proteozyme
26DAHtex_num1,41.2198,proteozyme
26DAHtex_num2,116.766,proteozyme
26DAHtex_num3,117.9999,proteozyme
26DAHtex_num4,121.1044,proteozyme
HCINNMtex_num1,41.2198,proteozyme
HCINNMtex_num2,116.766,proteozyme
HCINNMtex_num3,117.9999,proteozyme
HCINNMtex_num4,121.1044,proteozyme
HPPPNtex_num1,121.1044,proteozyme
HPPPNtex_num2,117.9999,proteozyme
HPPPNtex_num3,41.2198,proteozyme
HPPPNtex_num4,116.766,proteozyme
ACtex_num1,41.2198,proteozyme
ACtex_num2,116.766,proteozyme
ACtex_num3,117.9999,proteozyme
ACtex_num4,121.1044,proteozyme
ACALDtex_num1,41.2198,proteozyme
ACALDtex_num2,116.766,proteozyme
ACALDtex_num3,117.9999,proteozyme
ACALDtex_num4,121.1044,proteozyme
ACMANAtex_num1,117.9999,proteozyme
ACMANAtex_num2,121.1044,proteozyme
ACMANAtex_num3,116.766,proteozyme
ACMANAtex_num4,41.2198,proteozyme
ACMUMtex_num1,41.2198,proteozyme
ACMUMtex_num2,116.766,proteozyme
ACMUMtex_num3,117.9999,proteozyme
ACMUMtex_num4,121.1044,proteozyme
ACACT7r_num1,46.5305,proteozyme
ACACT7r_num2,81.7524,proteozyme
PSP_L,35.0427,proteozyme
ACACT2r_num1,46.5305,proteozyme
ACACT2r_num2,81.7524,proteozyme
ACACT3r_num1,46.5305,proteozyme
ACACT3r_num2,81.7524,proteozyme
ACACT4r_num1,46.5305,proteozyme
ACACT4r_num2,81.7524,proteozyme
SUCCt2_2pp_num1,45.4363,proteozyme
SUCCt2_2pp_num2,20.0709,proteozyme
SUCFUMtpp_num1,48.4122,proteozyme
SUCFUMtpp_num2,47.9353,proteozyme
SUCFUMtpp_num3,45.7507,proteozyme
SUCptspp,204.296,proteozyme
SULabcpp_num1,116.3443,proteozyme
SULabcpp_num2,182.5619,proteozyme
SULabcpp_num3,181.6066,proteozyme
TSULabcpp_num1,181.6066,proteozyme
TSULabcpp_num2,182.5619,proteozyme
TARTRt7pp,52.9064,proteozyme
AHGDx,176.7031,proteozyme
TAURabcpp,150.4835,proteozyme
THMDt2pp_copy1_num1,46.3892,proteozyme
THMDt2pp_copy1_num2,43.4758,proteozyme
Kt2pp_num1,141.9722,proteozyme
Kt2pp_num2,140.9882,proteozyme
Kt2pp_num3,184.2504,proteozyme
Kt2pp_num4,69.2941,proteozyme
AKGt2rpp,47.0525,proteozyme
XYLt2pp,53.608,proteozyme
THMabcpp,205.228,proteozyme
THMDt2pp_copy2,46.1398,proteozyme
THRabcpp,173.0651,proteozyme
TREptspp,256.6556,proteozyme
TRPt2rpp_num1,45.2107,proteozyme
TRPt2rpp_num2,44.3326,proteozyme
TRPt2rpp_num3,49.6901,proteozyme
TYRt2rpp_num1,42.8191,proteozyme
TYRt2rpp_num2,49.6901,proteozyme
URIt2pp_copy1_num1,46.3892,proteozyme
URIt2pp_copy1_num2,43.4758,proteozyme
URIt2pp_copy2,46.1398,proteozyme
VALabcpp,173.0651,proteozyme
XTSNt2rpp,46.1398,proteozyme
XYLabcpp,174.2661,proteozyme
XYLUt2pp,98.8541,proteozyme
THRt4pp,43.4777,proteozyme
GALtex_num1,41.2198,proteozyme
GALtex_num2,116.766,proteozyme
GALtex_num3,117.9999,proteozyme
GALtex_num4,121.1044,proteozyme
GALCTtex_num1,41.2198,proteozyme
GALCTtex_num2,116.766,proteozyme
GALCTtex_num3,117.9999,proteozyme
GALCTtex_num4,121.1044,proteozyme
GALCTNtex_num1,41.2198,proteozyme
GALCTNtex_num2,116.766,proteozyme
GALCTNtex_num3,117.9999,proteozyme
GALCTNtex_num4,121.1044,proteozyme
GALTtex_num1,41.2198,proteozyme
GALTtex_num2,116.766,proteozyme
GALTtex_num3,117.9999,proteozyme
GALTtex_num4,121.1044,proteozyme
GALURtex_num1,41.2198,proteozyme
GALURtex_num2,116.766,proteozyme
GALURtex_num3,117.9999,proteozyme
GALURtex_num4,121.1044,proteozyme
GTPCI,248.3062,proteozyme
FDMO,166.9451,proteozyme
FEOXAMabcpp,161.1942,proteozyme
CBL1abcpp,153.4278,proteozyme
ACACt2pp,47.5277,proteozyme
ACGAptspp_num1,255.8472,proteozyme
ACGAptspp_num2,272.9368,proteozyme
ACMANAptspp,295.8849,proteozyme
ACNAMt2pp,53.5512,proteozyme
CHOLD,61.8776,proteozyme
DRPA,27.7338,proteozyme
TKT2_num1,144.4235,proteozyme
TKT2_num2,73.0427,proteozyme
FEENTERabcpp,162.6328,proteozyme
FECRMabcpp,161.1942,proteozyme
GAMtex_num1,41.2198,proteozyme
GAMtex_num2,116.766,proteozyme
GAMtex_num3,117.9999,proteozyme
GAMtex_num4,121.1044,proteozyme
GBBTNtex_num1,41.2198,proteozyme
GBBTNtex_num2,116.766,proteozyme
GBBTNtex_num3,117.9999,proteozyme
GBBTNtex_num4,121.1044,proteozyme
ARBt2rpp,51.6844,proteozyme
DMSOR1pp,129.2504,proteozyme
ARGabcpp_num1,136.8168,proteozyme
ARGabcpp_num2,104.9824,proteozyme
ARGabcpp_num3,105.0825,proteozyme
ARGAGMt7pp,93.6852,proteozyme
ASCBptspp,265.8512,proteozyme
ASNt2rpp,54.2331,proteozyme
ASPabcpp,139.1598,proteozyme
ASPt2pp,47.1592,proteozyme
ASPt2_2pp,45.4363,proteozyme
ASPt2_3pp_num1,45.7507,proteozyme
ASPt2_3pp_num2,47.9353,proteozyme
HIStex_num1,41.2198,proteozyme
HIStex_num2,116.766,proteozyme
HIStex_num3,117.9999,proteozyme
HIStex_num4,121.1044,proteozyme
HXAtex_num1,41.2198,proteozyme
HXAtex_num2,116.766,proteozyme
HXAtex_num3,117.9999,proteozyme
HXAtex_num4,121.1044,proteozyme
HYXNtex_num1,117.9999,proteozyme
HYXNtex_num2,121.1044,proteozyme
HYXNtex_num3,116.766,proteozyme
HYXNtex_num4,41.2198,proteozyme
IDONtex_num1,41.2198,proteozyme
IDONtex_num2,116.766,proteozyme
IDONtex_num3,117.9999,proteozyme
IDONtex_num4,121.1044,proteozyme
ILEtex_num1,41.2198,proteozyme
ILEtex_num2,116.766,proteozyme
ILEtex_num3,117.9999,proteozyme
ILEtex_num4,121.1044,proteozyme
INSTtex_num1,41.2198,proteozyme
INSTtex_num2,116.766,proteozyme
INSTtex_num3,117.9999,proteozyme
INSTtex_num4,121.1044,proteozyme
INStex,33.589,proteozyme
Ktex_num1,41.2198,proteozyme
Ktex_num2,116.766,proteozyme
Ktex_num3,117.9999,proteozyme
Ktex_num4,121.1044,proteozyme
D_LACtex_num1,41.2198,proteozyme
D_LACtex_num2,116.766,proteozyme
D_LACtex_num3,117.9999,proteozyme
D_LACtex_num4,121.1044,proteozyme
NTD8pp_num1,104.4142,proteozyme
NTD8pp_num2,60.824,proteozyme
FRULYStex_num1,41.2198,proteozyme
FRULYStex_num2,116.766,proteozyme
FRULYStex_num3,117.9999,proteozyme
FRULYStex_num4,121.1044,proteozyme
GALCTt2rpp_num1,49.1421,proteozyme
GALCTt2rpp_num2,49.0092,proteozyme
GALt2pp,50.9825,proteozyme
ASPtex_num1,41.2198,proteozyme
ASPtex_num2,116.766,proteozyme
ASPtex_num3,117.9999,proteozyme
ASPtex_num4,121.1044,proteozyme
ABUTt2pp,51.0801,proteozyme
CYSabcpp,133.9957,proteozyme
SBTptspp,203.4595,proteozyme
TREHpp,63.6367,proteozyme
CYTBDpp_num1,100.3437,proteozyme
CYTBDpp_num2,104.6999,proteozyme
CYTBD2pp,100.3437,proteozyme
ACt2rpp,20.0709,proteozyme
ATPS4rpp_num1,543.6444,proteozyme
ATPS4rpp_num2,530.0127,proteozyme
INDOLEtex_num1,41.2198,proteozyme
INDOLEtex_num2,116.766,proteozyme
INDOLEtex_num3,117.9999,proteozyme
INDOLEtex_num4,121.1044,proteozyme
L_LACtex_num1,121.1044,proteozyme
L_LACtex_num2,117.9999,proteozyme
L_LACtex_num3,41.2198,proteozyme
L_LACtex_num4,116.766,proteozyme
ACt4pp,118.3942,proteozyme
ADEt2rpp_num1,46.8658,proteozyme
ADEt2rpp_num2,48.868,proteozyme
ADEt2rpp_num3,46.9336,proteozyme
ADNt2pp_copy1_num1,46.3892,proteozyme
ADNt2pp_copy1_num2,43.4758,proteozyme
ADNt2pp_copy2,46.1398,proteozyme
ALAabcpp,173.0651,proteozyme
ALLabcpp,158.2861,proteozyme
ALLTNt2rpp,52.4561,proteozyme
ARBabcpp,213.9992,proteozyme
ECOAH8_num1,77.0722,proteozyme
ECOAH8_num2,159.1878,proteozyme
GLCDpp_num1,86.7474,proteozyme
GLCDpp_num2,41.0545,proteozyme
GUAtpp_num1,46.758,proteozyme
GUAtpp_num2,45.7115,proteozyme
HYD2pp_num1,482.9335,proteozyme
HYD2pp_num2,181.7482,proteozyme
HYXNtpp_num1,45.7115,proteozyme
HYXNtpp_num2,46.758,proteozyme
FE3DCITabcpp,158.5519,proteozyme
CPGNtonex,149.1413,proteozyme
GLCRtex_num1,41.2198,proteozyme
GLCRtex_num2,116.766,proteozyme
GLCRtex_num3,117.9999,proteozyme
GLCRtex_num4,121.1044,proteozyme
GLCNtex_num1,41.2198,proteozyme
GLCNtex_num2,116.766,proteozyme
GLCNtex_num3,117.9999,proteozyme
GLCNtex_num4,121.1044,proteozyme
GLCURtex_num1,41.2198,proteozyme
GLCURtex_num2,116.766,proteozyme
GLCURtex_num3,117.9999,proteozyme
GLCURtex_num4,121.1044,proteozyme
GLNtex_num1,121.1044,proteozyme
GLNtex_num2,117.9999,proteozyme
GLNtex_num3,41.2198,proteozyme
GLNtex_num4,116.766,proteozyme
O2tex_num1,41.2198,proteozyme
O2tex_num2,116.766,proteozyme
O2tex_num3,117.9999,proteozyme
O2tex_num4,121.1044,proteozyme
OCTAtex_num1,41.2198,proteozyme
OCTAtex_num2,116.766,proteozyme
OCTAtex_num3,117.9999,proteozyme
OCTAtex_num4,121.1044,proteozyme
ORNtex_num1,41.2198,proteozyme
ORNtex_num2,116.766,proteozyme
ORNtex_num3,117.9999,proteozyme
ORNtex_num4,121.1044,proteozyme
ECOAH5_num1,77.0722,proteozyme
ECOAH5_num2,159.1878,proteozyme
DHFS,45.4057,proteozyme
CITt7pp,53.0926,proteozyme
CRNt7pp,169.7619,proteozyme
CHLabcpp,133.6869,proteozyme
DGSNt2pp,46.3892,proteozyme
DINSt2pp,46.3892,proteozyme
DURIt2pp_num1,43.4758,proteozyme
DURIt2pp_num2,46.3892,proteozyme
FE2abcpp,84.4737,proteozyme
FRUptspp,290.9291,proteozyme
FUCtpp,47.5449,proteozyme
FUMt2_2pp,45.4363,proteozyme
FUMt2_3pp_num1,47.9353,proteozyme
FUMt2_3pp_num2,45.7507,proteozyme
FUMt2_3pp_num3,48.4122,proteozyme
FEENTERtonex,150.0155,proteozyme
CSNt2pp,43.6496,proteozyme
CYNTt2pp,41.3607,proteozyme
CYTDt2pp_copy1_num1,43.4758,proteozyme
CYTDt2pp_copy1_num2,46.3892,proteozyme
CYTDt2pp_copy2,46.1398,proteozyme
DADNt2pp_num1,43.4758,proteozyme
DADNt2pp_num2,46.3892,proteozyme
DCYTt2pp_num1,43.4758,proteozyme
DCYTt2pp_num2,46.3892,proteozyme
DDGLCNt2rpp,33.6693,proteozyme
RMNtex_num1,117.9999,proteozyme
RMNtex_num2,116.766,proteozyme
RMNtex_num3,121.1044,proteozyme
RMNtex_num4,41.2198,proteozyme
MALTTRtexi,149.7367,proteozyme
MALTTTRtexi,149.7367,proteozyme
MALTPTtexi,149.7367,proteozyme
MALTtexi,149.7367,proteozyme
GLCtex_copy1,149.7367,proteozyme
FE3DCITtonex,153.2302,proteozyme
PHEtex_num1,41.2198,proteozyme
PHEtex_num2,116.766,proteozyme
PHEtex_num3,117.9999,proteozyme
PHEtex_num4,121.1044,proteozyme
PItex_num1,41.2198,proteozyme
PItex_num2,116.766,proteozyme
PItex_num3,117.9999,proteozyme
PItex_num4,121.1044,proteozyme
ACGAMK,33.0427,proteozyme
METS_num1,135.997,proteozyme
METS_num2,84.6735,proteozyme
CYSabc2pp,127.9764,proteozyme
PRASCSi,80.985,proteozyme
TRSARr_num1,123.2023,proteozyme
TRSARr_num2,30.4274,proteozyme
LYXI,188.7978,proteozyme
PNTOtex_num1,41.2198,proteozyme
PNTOtex_num2,116.766,proteozyme
PNTOtex_num3,117.9999,proteozyme
PNTOtex_num4,121.1044,proteozyme
PPPNtex_num1,41.2198,proteozyme
PPPNtex_num2,116.766,proteozyme
PPPNtex_num3,117.9999,proteozyme
PPPNtex_num4,121.1044,proteozyme
PPTtex_num1,41.2198,proteozyme
PPTtex_num2,116.766,proteozyme
PPTtex_num3,117.9999,proteozyme
PPTtex_num4,121.1044,proteozyme
PTRCtex_num1,41.2198,proteozyme
PTRCtex_num2,116.766,proteozyme
PTRCtex_num3,117.9999,proteozyme
PTRCtex_num4,121.1044,proteozyme
PYRtex_num1,41.2198,proteozyme
PYRtex_num2,116.766,proteozyme
PYRtex_num3,117.9999,proteozyme
PYRtex_num4,121.1044,proteozyme
DSERtex_num1,41.2198,proteozyme
DSERtex_num2,116.766,proteozyme
DSERtex_num3,117.9999,proteozyme
DSERtex_num4,121.1044,proteozyme
SERtex_num1,41.2198,proteozyme
SERtex_num2,116.766,proteozyme
SERtex_num3,117.9999,proteozyme
SERtex_num4,121.1044,proteozyme
SO4tex_num1,41.2198,proteozyme
SO4tex_num2,116.766,proteozyme
SO4tex_num3,117.9999,proteozyme
SO4tex_num4,121.1044,proteozyme
SPMDtex_num1,117.9999,proteozyme
SPMDtex_num2,121.1044,proteozyme
SPMDtex_num3,116.766,proteozyme
SPMDtex_num4,41.2198,proteozyme
SUCCtex_num1,41.2198,proteozyme
SUCCtex_num2,116.766,proteozyme
SUCCtex_num3,117.9999,proteozyme
SUCCtex_num4,121.1044,proteozyme
SUCRtex_num1,41.2198,proteozyme
SUCRtex_num2,116.766,proteozyme
SUCRtex_num3,117.9999,proteozyme
SUCRtex_num4,121.1044,proteozyme
TARTRtex_num1,41.2198,proteozyme
TARTRtex_num2,116.766,proteozyme
TARTRtex_num3,117.9999,proteozyme
TARTRtex_num4,121.1044,proteozyme
TAURtex_num1,41.2198,proteozyme
TAURtex_num2,116.766,proteozyme
TAURtex_num3,117.9999,proteozyme
TAURtex_num4,121.1044,proteozyme
THRtex_num1,41.2198,proteozyme
THRtex_num2,116.766,proteozyme
THRtex_num3,117.9999,proteozyme
THRtex_num4,121.1044,proteozyme
THMDtex_num1,41.2198,proteozyme
THMDtex_num2,116.766,proteozyme
THMDtex_num3,117.9999,proteozyme
THMDtex_num4,121.1044,proteozyme
CBIuabcpp,153.4278,proteozyme
METDtex_num1,41.2198,proteozyme
METDtex_num2,116.766,proteozyme
METDtex_num3,117.9999,proteozyme
METDtex_num4,121.1044,proteozyme
METtex_num1,41.2198,proteozyme
METtex_num2,116.766,proteozyme
METtex_num3,117.9999,proteozyme
METtex_num4,121.1044,proteozyme
MNLtex_num1,116.766,proteozyme
MNLtex_num2,41.2198,proteozyme
MNLtex_num3,121.1044,proteozyme
MNLtex_num4,117.9999,proteozyme
NAtex_num1,41.2198,proteozyme
NAtex_num2,116.766,proteozyme
NAtex_num3,117.9999,proteozyme
NAtex_num4,121.1044,proteozyme
NACtex_num1,41.2198,proteozyme
NACtex_num2,116.766,proteozyme
NACtex_num3,117.9999,proteozyme
NACtex_num4,121.1044,proteozyme
NH4tex_num1,116.766,proteozyme
NH4tex_num2,41.2198,proteozyme
NH4tex_num3,121.1044,proteozyme
NH4tex_num4,117.9999,proteozyme
URIH_num1,33.8229,proteozyme
URIH_num2,134.992,proteozyme
URIH_num3,32.5608,proteozyme
XTSNH,32.5608,proteozyme
INSH,32.5608,proteozyme
BUTtex_num1,41.2198,proteozyme
BUTtex_num2,116.766,proteozyme
BUTtex_num3,117.9999,proteozyme
BUTtex_num4,121.1044,proteozyme
CHLtex_num1,41.2198,proteozyme
CHLtex_num2,116.766,proteozyme
CHLtex_num3,117.9999,proteozyme
CHLtex_num4,121.1044,proteozyme
CO2tex_num1,41.2198,proteozyme
CO2tex_num2,116.766,proteozyme
CO2tex_num3,117.9999,proteozyme
CO2tex_num4,121.1044,proteozyme
CRNtex_num1,41.2198,proteozyme
CRNtex_num2,116.766,proteozyme
CRNtex_num3,117.9999,proteozyme
CRNtex_num4,121.1044,proteozyme
PPK2,160.863,proteozyme
DINStex_num1,41.2198,proteozyme
DINStex_num2,116.766,proteozyme
DINStex_num3,117.9999,proteozyme
DINStex_num4,121.1044,proteozyme
DMStex_num1,41.2198,proteozyme
DMStex_num2,116.766,proteozyme
DMStex_num3,117.9999,proteozyme
DMStex_num4,121.1044,proteozyme
CSNtex_num1,41.2198,proteozyme
CSNtex_num2,116.766,proteozyme
CSNtex_num3,117.9999,proteozyme
CSNtex_num4,121.1044,proteozyme
CYNTtex_num1,117.9999,proteozyme
CYNTtex_num2,121.1044,proteozyme
CYNTtex_num3,116.766,proteozyme
CYNTtex_num4,41.2198,proteozyme
CYStex_num1,41.2198,proteozyme
CYStex_num2,116.766,proteozyme
CYStex_num3,117.9999,proteozyme
CYStex_num4,121.1044,proteozyme
CYTDtex_num1,41.2198,proteozyme
CYTDtex_num2,116.766,proteozyme
CYTDtex_num3,117.9999,proteozyme
CYTDtex_num4,121.1044,proteozyme
DCAtex_num1,41.2198,proteozyme
DCAtex_num2,116.766,proteozyme
DCAtex_num3,117.9999,proteozyme
DCAtex_num4,121.1044,proteozyme
DCYTtex,33.589,proteozyme
DGSNtex_num1,41.2198,proteozyme
DGSNtex_num2,116.766,proteozyme
DGSNtex_num3,117.9999,proteozyme
DGSNtex_num4,121.1044,proteozyme
MTHFR2,132.4109,proteozyme
ASPO3,60.3374,proteozyme
ASPO5,60.3374,proteozyme
ASPO4,60.3374,proteozyme
ASPO6,60.3374,proteozyme
LCTStex_num1,41.2198,proteozyme
LCTStex_num2,116.766,proteozyme
LCTStex_num3,117.9999,proteozyme
LCTStex_num4,121.1044,proteozyme
LEUtex_num1,41.2198,proteozyme
LEUtex_num2,116.766,proteozyme
LEUtex_num3,117.9999,proteozyme
LEUtex_num4,121.1044,proteozyme
LYStex_num1,41.2198,proteozyme
LYStex_num2,116.766,proteozyme
LYStex_num3,117.9999,proteozyme
LYStex_num4,121.1044,proteozyme
LYXtex_num1,41.2198,proteozyme
LYXtex_num2,116.766,proteozyme
LYXtex_num3,117.9999,proteozyme
LYXtex_num4,121.1044,proteozyme
MANtex_num1,41.2198,proteozyme
MANtex_num2,116.766,proteozyme
MANtex_num3,117.9999,proteozyme
MANtex_num4,121.1044,proteozyme
MAN6Ptex_num1,117.9999,proteozyme
MAN6Ptex_num2,121.1044,proteozyme
MAN6Ptex_num3,116.766,proteozyme
MAN6Ptex_num4,41.2198,proteozyme
MELIBtex_num1,41.2198,proteozyme
MELIBtex_num2,116.766,proteozyme
MELIBtex_num3,117.9999,proteozyme
MELIBtex_num4,121.1044,proteozyme
DMSOtex_num1,41.2198,proteozyme
DMSOtex_num2,116.766,proteozyme
DMSOtex_num3,117.9999,proteozyme
DMSOtex_num4,121.1044,proteozyme
DURItex,33.589,proteozyme
FRUtex_num1,41.2198,proteozyme
FRUtex_num2,116.766,proteozyme
FRUtex_num3,117.9999,proteozyme
FRUtex_num4,121.1044,proteozyme
FUCtex_num1,41.2198,proteozyme
FUCtex_num2,116.766,proteozyme
FUCtex_num3,117.9999,proteozyme
FUCtex_num4,121.1044,proteozyme
FUMtex_num1,41.2198,proteozyme
FUMtex_num2,116.766,proteozyme
FUMtex_num3,117.9999,proteozyme
FUMtex_num4,121.1044,proteozyme
ACACT5r_num1,81.7524,proteozyme
ACACT5r_num2,46.5305,proteozyme
MALDDH,40.3149,proteozyme
FE2tex_num1,116.766,proteozyme
FE2tex_num2,41.2198,proteozyme
FE2tex_num3,121.1044,proteozyme
FE2tex_num4,117.9999,proteozyme
NMNtex_num1,41.2198,proteozyme
NMNtex_num2,116.766,proteozyme
NMNtex_num3,117.9999,proteozyme
NMNtex_num4,121.1044,proteozyme
NO2tex_num1,41.2198,proteozyme
NO2tex_num2,116.766,proteozyme
NO2tex_num3,117.9999,proteozyme
NO2tex_num4,121.1044,proteozyme
DHPS2,61.2302,proteozyme
MTHFC,62.0875,proteozyme
MTHFD,62.0875,proteozyme
BUTt2rpp,47.5277,proteozyme
CADVtpp,46.665,proteozyme
QULNS,76.4816,proteozyme
ALKP,20.7798,proteozyme
GDPtex_num1,121.1044,proteozyme
GDPtex_num2,117.9999,proteozyme
GDPtex_num3,41.2198,proteozyme
GDPtex_num4,116.766,proteozyme
TMAtex_num1,41.2198,proteozyme
TMAtex_num2,116.766,proteozyme
TMAtex_num3,117.9999,proteozyme
TMAtex_num4,121.1044,proteozyme
TMAOtex_num1,41.2198,proteozyme
TMAOtex_num2,116.766,proteozyme
TMAOtex_num3,117.9999,proteozyme
TMAOtex_num4,121.1044,proteozyme
TREtex_num1,41.2198,proteozyme
TREtex_num2,116.766,proteozyme
TREtex_num3,117.9999,proteozyme
TREtex_num4,121.1044,proteozyme
L_LACD3_num1,104.2689,proteozyme
L_LACD3_num2,42.7282,proteozyme
L_LACD2_num1,104.2689,proteozyme
L_LACD2_num2,42.7282,proteozyme
ACACT6r_num1,46.5305,proteozyme
ACACT6r_num2,81.7524,proteozyme
TRPtex_num1,41.2198,proteozyme
TRPtex_num2,116.766,proteozyme
TRPtex_num3,117.9999,proteozyme
TRPtex_num4,121.1044,proteozyme
TSULtex_num1,41.2198,proteozyme
TSULtex_num2,116.766,proteozyme
TSULtex_num3,117.9999,proteozyme
TSULtex_num4,121.1044,proteozyme
TYRtex_num1,41.2198,proteozyme
TYRtex_num2,116.766,proteozyme
TYRtex_num3,117.9999,proteozyme
TYRtex_num4,121.1044,proteozyme
URAtex_num1,41.2198,proteozyme
URAtex_num2,116.766,proteozyme
URAtex_num3,117.9999,proteozyme
URAtex_num4,121.1044,proteozyme
UREAtex_num1,41.2198,proteozyme
UREAtex_num2,116.766,proteozyme
UREAtex_num3,117.9999,proteozyme
UREAtex_num4,121.1044,proteozyme
URItex,33.589,proteozyme
VALtex_num1,41.2198,proteozyme
VALtex_num2,116.766,proteozyme
VALtex_num3,117.9999,proteozyme
VALtex_num4,121.1044,proteozyme
XANtex_num1,41.2198,proteozyme
XANtex_num2,116.766,proteozyme
XANtex_num3,117.9999,proteozyme
XANtex_num4,121.1044,proteozyme
XYLtex_num1,41.2198,proteozyme
XYLtex_num2,116.766,proteozyme
XYLtex_num3,117.9999,proteozyme
XYLtex_num4,121.1044,proteozyme
ABUTtex_num1,41.2198,proteozyme
ABUTtex_num2,116.766,proteozyme
ABUTtex_num3,117.9999,proteozyme
ABUTtex_num4,121.1044,proteozyme
FORtppi_num1,154.9536,proteozyme
FORtppi_num2,30.5646,proteozyme
GLCTR1,42.2841,proteozyme
LIPAabcpp,128.9214,proteozyme
LIPACabcpp,128.9214,proteozyme
GGGABADr,53.4186,proteozyme
GLYOX3,62.3809,proteozyme
FDMO3,166.9451,proteozyme
FDMO4,166.9451,proteozyme
BUTSO3abcpp_num1,147.8849,proteozyme
BUTSO3abcpp_num2,150.4835,proteozyme
ETHSO3abcpp,147.8849,proteozyme
O16GLCT1,43.1882,proteozyme
O16AP2pp,81.199,proteozyme
O16AP3pp,81.199,proteozyme
O16A4Lpp,46.8777,proteozyme
MALTATr,60.288,proteozyme
ENTERES,45.6519,proteozyme
23CAMPtex_num1,41.2198,proteozyme
23CAMPtex_num2,116.766,proteozyme
23CAMPtex_num3,117.9999,proteozyme
23CAMPtex_num4,121.1044,proteozyme
23CCMPtex_num1,41.2198,proteozyme
23CCMPtex_num2,116.766,proteozyme
23CCMPtex_num3,117.9999,proteozyme
23CCMPtex_num4,121.1044,proteozyme
23CUMPtex_num1,41.2198,proteozyme
23CUMPtex_num2,116.766,proteozyme
23CUMPtex_num3,117.9999,proteozyme
23CUMPtex_num4,121.1044,proteozyme
23CGMPtex_num1,41.2198,proteozyme
23CGMPtex_num2,116.766,proteozyme
23CGMPtex_num3,117.9999,proteozyme
23CGMPtex_num4,121.1044,proteozyme
3AMPtex_num1,41.2198,proteozyme
3AMPtex_num2,116.766,proteozyme
3AMPtex_num3,117.9999,proteozyme
3AMPtex_num4,121.1044,proteozyme
3CMPtex_num1,41.2198,proteozyme
3CMPtex_num2,116.766,proteozyme
3CMPtex_num3,117.9999,proteozyme
3CMPtex_num4,121.1044,proteozyme
LADGMDH,53.116,proteozyme
ALAGLUE,34.674,proteozyme
FEENTERtpp,43.282,proteozyme
FEENTERtex,161.2222,proteozyme
PTRCt2pp_num1,50.8531,proteozyme
PTRCt2pp_num2,46.4949,proteozyme
PTRCt2pp_num3,49.5376,proteozyme
GGGABAH,56.0261,proteozyme
FRULYSK,28.3318,proteozyme
FDMO6,166.9451,proteozyme
SULFACabcpp,147.8849,proteozyme
ETHSO3tex_num1,41.2198,proteozyme
ETHSO3tex_num2,116.766,proteozyme
ETHSO3tex_num3,117.9999,proteozyme
ETHSO3tex_num4,121.1044,proteozyme
BUTSO3tex_num1,41.2198,proteozyme
BUTSO3tex_num2,116.766,proteozyme
BUTSO3tex_num3,117.9999,proteozyme
BUTSO3tex_num4,121.1044,proteozyme
LIPOtex_num1,117.9999,proteozyme
LIPOtex_num2,41.2198,proteozyme
